ID,SVL,Population,Colour,BodyRegion,Background,dS,dL
m55c,128,Kenya,Courtship,midflank,Leaf_T2,5.615051797,36.7478594
m55c,128,Kenya,Courtship,midflank,Stem1,6.210970596,30.5867491
m55c,128,Kenya,Courtship,midflank,Stem2,6.235012856,21.6170936
m55c,128,Kenya,Courtship,tailbase,Leaf_B1,1.882065124,16.5094459
m55c,128,Kenya,Courtship,tailbase,Leaf_B2,1.882214574,17.8281533
m55c,128,Kenya,Courtship,tailbase,Leaf_T1,4.373321036,32.1632925
m55c,128,Kenya,Courtship,tailbase,Leaf_T2,2.4599969,33.2391014
m55c,128,Kenya,Courtship,tailbase,Stem1,3.319923173,27.077991
m55c,128,Kenya,Courtship,tailbase,Stem2,3.665031116,18.1083356
m55c,128,Kenya,Courtship,topflank,Leaf_B1,3.952992378,16.2038456
m55c,128,Kenya,Courtship,topflank,Leaf_B2,3.144777691,17.522553
m55c,128,Kenya,Courtship,topflank,Leaf_T1,0.79339577,31.8576922
m55c,128,Kenya,Courtship,topflank,Leaf_T2,2.647053997,32.9335011
m55c,128,Kenya,Courtship,topflank,Stem1,4.040717821,26.7723907
m55c,128,Kenya,Courtship,topflank,Stem2,4.478462307,17.8027353
m56a,115,Kenya,Courtship,gular,Leaf_B1,2.883967606,25.8491418
m56a,115,Kenya,Courtship,gular,Leaf_B2,2.048039606,27.1678492
m56a,115,Kenya,Courtship,gular,Leaf_T1,1.501752266,41.5029884
m56a,115,Kenya,Courtship,gular,Leaf_T2,1.642155862,42.5787973
m56a,115,Kenya,Courtship,gular,Stem1,3.034185866,36.4176869
m56a,115,Kenya,Courtship,gular,Stem2,3.520344378,27.4480315
m56a,115,Kenya,Courtship,midflank,Leaf_B1,2.732459391,12.5519648
m56a,115,Kenya,Courtship,midflank,Leaf_B2,1.907990892,13.8706722
m56a,115,Kenya,Courtship,midflank,Leaf_T1,1.539201628,28.2058114
m56a,115,Kenya,Courtship,midflank,Leaf_T2,1.424304261,29.2816203
m56a,115,Kenya,Courtship,midflank,Stem1,2.781051627,23.1205099
m56a,115,Kenya,Courtship,midflank,Stem2,3.345004402,14.1508545
m56a,115,Kenya,Courtship,tailbase,Leaf_B1,2.131949736,12.5881471
m56a,115,Kenya,Courtship,tailbase,Leaf_B2,2.83361949,13.9068545
m56a,115,Kenya,Courtship,tailbase,Leaf_T1,5.880367217,28.2419937
m56a,115,Kenya,Courtship,tailbase,Leaf_T2,3.442778189,29.3178026
m56a,115,Kenya,Courtship,tailbase,Stem1,3.738729508,23.1566922
m56a,115,Kenya,Courtship,tailbase,Stem2,4.220568604,14.1870368
m56a,115,Kenya,Courtship,topflank,Leaf_B1,1.420542867,5.6041897
m56a,115,Kenya,Courtship,topflank,Leaf_B2,0.95661535,6.9228971
m56a,115,Kenya,Courtship,topflank,Leaf_T1,2.744674767,21.2580363
m56a,115,Kenya,Courtship,topflank,Leaf_T2,0.804037402,22.3338452
m56a,115,Kenya,Courtship,topflank,Stem1,2.763237798,16.1727348
m56a,115,Kenya,Courtship,topflank,Stem2,3.543243453,7.2030794
m56c,136,Kenya,Courtship,gular,Leaf_B1,2.349567343,10.1893007
m56c,136,Kenya,Courtship,gular,Leaf_B2,1.525213979,11.5080081
m56c,136,Kenya,Courtship,gular,Leaf_T1,1.920270165,25.8431473
m56c,136,Kenya,Courtship,gular,Leaf_T2,1.19684301,26.9189561
m56c,136,Kenya,Courtship,gular,Stem1,2.759033388,20.7578458
m56c,136,Kenya,Courtship,gular,Stem2,3.312505308,11.7881903
m56c,136,Kenya,Courtship,midflank,Leaf_B1,8.88919723,15.8576771
m56c,136,Kenya,Courtship,midflank,Leaf_B2,8.042911001,17.1763845
m56c,136,Kenya,Courtship,midflank,Leaf_T1,5.426733334,31.5115237
m56c,136,Kenya,Courtship,midflank,Leaf_T2,7.585953761,32.5873325
m56c,136,Kenya,Courtship,midflank,Stem1,8.0931565,26.4262222
m56c,136,Kenya,Courtship,midflank,Stem2,8.073350591,17.4565667
m56c,136,Kenya,Courtship,tailbase,Leaf_B1,1.208592243,15.7548379
m56c,136,Kenya,Courtship,tailbase,Leaf_B2,1.376788342,17.0735453
m56c,136,Kenya,Courtship,tailbase,Leaf_T1,4.295049007,31.4086845
m56c,136,Kenya,Courtship,tailbase,Leaf_T2,2.038811612,32.4844934
m56c,136,Kenya,Courtship,tailbase,Stem1,2.743189808,26.323383
m56c,136,Kenya,Courtship,tailbase,Stem2,3.214764098,17.3537276
m56c,136,Kenya,Courtship,topflank,Leaf_B1,6.726351017,26.8590258
m56c,136,Kenya,Courtship,topflank,Leaf_B2,5.874549692,28.1777331
m56c,136,Kenya,Courtship,topflank,Leaf_T1,3.234792201,42.5128724
m56c,136,Kenya,Courtship,topflank,Leaf_T2,5.438011588,43.5886812
m56c,136,Kenya,Courtship,topflank,Stem1,6.292614263,37.4275709
m56c,136,Kenya,Courtship,topflank,Stem2,6.386743128,28.4579154
m63b,114,Kenya,Courtship,gular,Leaf_B1,6.086645736,28.6734546
m63b,114,Kenya,Courtship,gular,Leaf_B2,5.256966563,29.992162
m63b,114,Kenya,Courtship,gular,Leaf_T1,2.40109864,44.3273012
m63b,114,Kenya,Courtship,gular,Leaf_T2,4.756410482,45.4031101
m63b,114,Kenya,Courtship,gular,Stem1,5.790159332,39.2419998
m63b,114,Kenya,Courtship,gular,Stem2,6.026775316,30.2723443
m63b,114,Kenya,Courtship,midflank,Leaf_B1,3.443196246,28.5571751
m63b,114,Kenya,Courtship,midflank,Leaf_B2,2.6004118,29.8758825
m63b,114,Kenya,Courtship,midflank,Leaf_T1,1.329370139,44.2110217
m63b,114,Kenya,Courtship,midflank,Leaf_T2,2.152567498,45.2868306
m63b,114,Kenya,Courtship,midflank,Stem1,3.236266206,39.1257202
m63b,114,Kenya,Courtship,midflank,Stem2,3.642878128,30.1560648
m63b,114,Kenya,Courtship,tailbase,Leaf_B1,1.536510255,19.8100735
m63b,114,Kenya,Courtship,tailbase,Leaf_B2,2.299097456,21.1287809
m63b,114,Kenya,Courtship,tailbase,Leaf_T1,5.383732107,35.4639201
m63b,114,Kenya,Courtship,tailbase,Leaf_T2,2.880478797,36.539729
m63b,114,Kenya,Courtship,tailbase,Stem1,3.220216311,30.3786187
m63b,114,Kenya,Courtship,tailbase,Stem2,3.816744145,21.4089632
m63b,114,Kenya,Courtship,topflank,Leaf_B1,2.895369058,6.4819542
m63b,114,Kenya,Courtship,topflank,Leaf_B2,2.182854337,7.8006616
m63b,114,Kenya,Courtship,topflank,Leaf_T1,1.309270787,22.1358008
m63b,114,Kenya,Courtship,topflank,Leaf_T2,1.510906775,23.2116096
m63b,114,Kenya,Courtship,topflank,Stem1,2.975379237,17.0504993
m63b,114,Kenya,Courtship,topflank,Stem2,3.701489463,8.0808438
m64,136,Kenya,Courtship,gular,Leaf_B1,4.853283619,22.2666768
m64,136,Kenya,Courtship,gular,Leaf_B2,4.008702549,23.5853842
m64,136,Kenya,Courtship,gular,Leaf_T1,2.147580874,37.9205234
m64,136,Kenya,Courtship,gular,Leaf_T2,3.59239398,38.9963322
m64,136,Kenya,Courtship,gular,Stem1,4.14870448,32.8352219
m64,136,Kenya,Courtship,gular,Stem2,4.298128807,23.8655664
m64,136,Kenya,Courtship,gular,Leaf_B1,4.835992233,18.2836913
m64,136,Kenya,Courtship,gular,Leaf_B2,4.032098594,19.6023986
m64,136,Kenya,Courtship,gular,Leaf_T1,2.89575665,33.9375378
m64,136,Kenya,Courtship,gular,Leaf_T2,3.696574196,35.0133467
m64,136,Kenya,Courtship,gular,Stem1,3.70589608,28.8522364
m64,136,Kenya,Courtship,gular,Stem2,3.718864208,19.8825809
m64,136,Kenya,Courtship,midflank,Leaf_B1,6.836345262,24.6636397
m64,136,Kenya,Courtship,midflank,Leaf_B2,5.97340642,25.982347
m64,136,Kenya,Courtship,midflank,Leaf_T1,3.591206111,40.3174863
m64,136,Kenya,Courtship,midflank,Leaf_T2,5.588029168,41.3932951
m64,136,Kenya,Courtship,midflank,Stem1,6.244274311,35.2321848
m64,136,Kenya,Courtship,midflank,Stem2,6.232176217,26.2625293
m64,136,Kenya,Courtship,tailbase,Leaf_B1,2.546891253,28.3214172
m64,136,Kenya,Courtship,tailbase,Leaf_B2,3.002862036,29.6401245
m64,136,Kenya,Courtship,tailbase,Leaf_T1,5.702036037,43.9752638
m64,136,Kenya,Courtship,tailbase,Leaf_T2,3.588953021,45.0510726
m64,136,Kenya,Courtship,tailbase,Stem1,4.257761716,38.8899623
m64,136,Kenya,Courtship,tailbase,Stem2,4.646442302,29.9203068
m64,136,Kenya,Courtship,tailbase,Leaf_B1,3.141914976,18.7337403
m64,136,Kenya,Courtship,tailbase,Leaf_B2,3.841194299,20.0524476
m64,136,Kenya,Courtship,tailbase,Leaf_T1,6.736584435,34.3875869
m64,136,Kenya,Courtship,tailbase,Leaf_T2,4.408734507,35.4633957
m64,136,Kenya,Courtship,tailbase,Stem1,4.805441155,29.3022854
m64,136,Kenya,Courtship,tailbase,Stem2,5.259472301,20.3326299
m64,136,Kenya,Courtship,topflank,Leaf_B1,7.192381917,17.8081563
m64,136,Kenya,Courtship,topflank,Leaf_B2,6.356215323,19.1268637
m64,136,Kenya,Courtship,topflank,Leaf_T1,3.534392651,33.4620029
m64,136,Kenya,Courtship,topflank,Leaf_T2,5.857992109,34.5378118
m64,136,Kenya,Courtship,topflank,Stem1,6.697753555,28.3767015
m64,136,Kenya,Courtship,topflank,Stem2,6.847162875,19.407046
m64,136,Kenya,Courtship,topflank,Leaf_B1,6.96943,16.6088823
m64,136,Kenya,Courtship,topflank,Leaf_B2,6.132049466,17.9275897
m64,136,Kenya,Courtship,topflank,Leaf_T1,3.44012759,32.2627289
m64,136,Kenya,Courtship,topflank,Leaf_T2,5.717283239,33.3385377
m64,136,Kenya,Courtship,topflank,Stem1,6.785681065,27.1774274
m64,136,Kenya,Courtship,topflank,Stem2,6.903016485,18.2077719
m64b,128,Kenya,Courtship,gular,Leaf_B1,8.756424125,27.2500587
m64b,128,Kenya,Courtship,gular,Leaf_B2,7.934095187,28.568766
m64b,128,Kenya,Courtship,gular,Leaf_T1,4.99026473,42.9039053
m64b,128,Kenya,Courtship,gular,Leaf_T2,7.400164331,43.9797141
m64b,128,Kenya,Courtship,gular,Stem1,8.205835819,37.8186038
m64b,128,Kenya,Courtship,gular,Stem2,8.353456714,28.8489483
m64b,128,Kenya,Courtship,midflank,Leaf_B1,8.710041157,24.0527496
m64b,128,Kenya,Courtship,midflank,Leaf_B2,7.867759651,25.371457
m64b,128,Kenya,Courtship,midflank,Leaf_T1,5.069702462,39.7065962
m64b,128,Kenya,Courtship,midflank,Leaf_T2,7.383307923,40.782405
m64b,128,Kenya,Courtship,midflank,Stem1,8.092820645,34.6212947
m64b,128,Kenya,Courtship,midflank,Stem2,8.151548447,25.6516392
m64b,128,Kenya,Courtship,tailbase,Leaf_B1,0.707494825,5.9590953
m64b,128,Kenya,Courtship,tailbase,Leaf_B2,0.580358403,7.2778027
m64b,128,Kenya,Courtship,tailbase,Leaf_T1,3.794113701,21.6129419
m64b,128,Kenya,Courtship,tailbase,Leaf_T2,1.323809519,22.6887508
m64b,128,Kenya,Courtship,tailbase,Stem1,1.937807134,16.5276404
m64b,128,Kenya,Courtship,tailbase,Stem2,2.580363906,7.557985
m64b,128,Kenya,Courtship,topflank,Leaf_B1,6.743722905,16.4909229
m64b,128,Kenya,Courtship,topflank,Leaf_B2,5.966904363,17.8096302
m64b,128,Kenya,Courtship,topflank,Leaf_T1,3.759246793,32.1447695
m64b,128,Kenya,Courtship,topflank,Leaf_T2,5.458097553,33.2205783
m64b,128,Kenya,Courtship,topflank,Stem1,5.729094455,27.059468
m64b,128,Kenya,Courtship,topflank,Stem2,5.871159413,18.0898125
m67d,98,Hawaii,Courtship,gular,Leaf_B1,4.1057185,36.7875629
m67d,98,Hawaii,Courtship,gular,Leaf_B2,3.27049925,36.8812667
m67d,98,Hawaii,Courtship,gular,Leaf_T1,8.488631999,58.7226026
m67d,98,Hawaii,Courtship,gular,Leaf_T2,5.9611953,57.1999835
m67d,98,Hawaii,Courtship,gular,Stem1,3.098603812,38.823648
m67d,98,Hawaii,Courtship,gular,Stem2,2.907226894,44.2484066
m67d,98,Hawaii,Courtship,midflank,Leaf_B1,1.600049734,18.3997591
m67d,98,Hawaii,Courtship,midflank,Leaf_B2,3.185419723,18.4934628
m67d,98,Hawaii,Courtship,midflank,Leaf_T1,4.243019748,40.3347988
m67d,98,Hawaii,Courtship,midflank,Leaf_T2,3.022929804,38.8121797
m67d,98,Hawaii,Courtship,midflank,Stem1,3.787657435,20.4358441
m67d,98,Hawaii,Courtship,midflank,Stem2,2.93539637,25.8606028
m67d,98,Hawaii,Courtship,tailbase,Leaf_B1,3.630366172,20.2633803
m67d,98,Hawaii,Courtship,tailbase,Leaf_B2,2.427772881,20.357084
m67d,98,Hawaii,Courtship,tailbase,Leaf_T1,8.343953136,42.1984199
m67d,98,Hawaii,Courtship,tailbase,Leaf_T2,5.643650444,40.6758008
m67d,98,Hawaii,Courtship,tailbase,Stem1,0.984266844,22.2994653
m67d,98,Hawaii,Courtship,tailbase,Stem2,1.797397275,27.7242239
m67d,98,Hawaii,Courtship,topflank,Leaf_B1,7.11930996,18.9286349
m67d,98,Hawaii,Courtship,topflank,Leaf_B2,8.778767194,19.0223386
m67d,98,Hawaii,Courtship,topflank,Leaf_T1,4.075519047,40.8636745
m67d,98,Hawaii,Courtship,topflank,Leaf_T2,6.654482868,39.3410554
m67d,98,Hawaii,Courtship,topflank,Stem1,9.389974118,20.9647199
m67d,98,Hawaii,Courtship,topflank,Stem2,8.666341402,26.3894785
m69,117,Hawaii,Courtship,gular,Leaf_B1,6.149848347,34.0954193
m69,117,Hawaii,Courtship,gular,Leaf_B2,7.669883738,34.189123
m69,117,Hawaii,Courtship,gular,Leaf_T1,3.284359643,56.030459
m69,117,Hawaii,Courtship,gular,Leaf_T2,5.459920043,54.5078399
m69,117,Hawaii,Courtship,gular,Stem1,8.305580781,36.1315043
m69,117,Hawaii,Courtship,gular,Stem2,7.694384111,41.556263
m69,117,Hawaii,Courtship,midflank,Leaf_B1,5.82545659,31.6761496
m69,117,Hawaii,Courtship,midflank,Leaf_B2,7.497248508,31.7698533
m69,117,Hawaii,Courtship,midflank,Leaf_T1,3.687357186,53.6111893
m69,117,Hawaii,Courtship,midflank,Leaf_T2,5.70032716,52.0885702
m69,117,Hawaii,Courtship,midflank,Stem1,8.109045851,33.7122346
m69,117,Hawaii,Courtship,midflank,Stem2,7.316868296,39.1369933
m69,117,Hawaii,Courtship,tailbase,Leaf_B1,2.761750453,32.8181467
m69,117,Hawaii,Courtship,tailbase,Leaf_B2,2.574510519,32.9118504
m69,117,Hawaii,Courtship,tailbase,Leaf_T1,7.079460595,54.7531863
m69,117,Hawaii,Courtship,tailbase,Leaf_T2,4.851130496,53.2305672
m69,117,Hawaii,Courtship,tailbase,Stem1,2.524443906,34.8542317
m69,117,Hawaii,Courtship,tailbase,Stem2,1.934019076,40.2789903
m69,117,Hawaii,Courtship,topflank,Leaf_B1,5.365507547,32.9736116
m69,117,Hawaii,Courtship,topflank,Leaf_B2,7.016929889,33.0673153
m69,117,Hawaii,Courtship,topflank,Leaf_T1,3.721025923,54.9086513
m69,117,Hawaii,Courtship,topflank,Leaf_T2,5.38365114,53.3860322
m69,117,Hawaii,Courtship,topflank,Stem1,7.648353114,35.0096966
m69,117,Hawaii,Courtship,topflank,Stem2,6.822626477,40.4344553
m73d,122,Hawaii,Courtship,gular,Leaf_B1,4.05298204,22.0406571
m73d,122,Hawaii,Courtship,gular,Leaf_B2,5.727556223,22.1343608
m73d,122,Hawaii,Courtship,gular,Leaf_T1,2.707859799,43.9756968
m73d,122,Hawaii,Courtship,gular,Leaf_T2,3.972565466,42.4530777
m73d,122,Hawaii,Courtship,gular,Stem1,6.429715706,24.0767421
m73d,122,Hawaii,Courtship,gular,Stem2,5.634158528,29.5015008
m73d,122,Hawaii,Courtship,midflank,Leaf_B1,2.976514046,13.586844
m73d,122,Hawaii,Courtship,midflank,Leaf_B2,4.458653765,13.6805477
m73d,122,Hawaii,Courtship,midflank,Leaf_T1,4.035594473,35.5218836
m73d,122,Hawaii,Courtship,midflank,Leaf_T2,3.770044626,33.9992645
m73d,122,Hawaii,Courtship,midflank,Stem1,4.735515125,15.622929
m73d,122,Hawaii,Courtship,midflank,Stem2,4.148577955,21.0476876
m73d,122,Hawaii,Courtship,tailbase,Leaf_B1,3.085771567,9.8137207
m73d,122,Hawaii,Courtship,tailbase,Leaf_B2,2.084697161,9.9074244
m73d,122,Hawaii,Courtship,tailbase,Leaf_T1,7.739911877,31.7487604
m73d,122,Hawaii,Courtship,tailbase,Leaf_T2,5.0980839,30.2261413
m73d,122,Hawaii,Courtship,tailbase,Stem1,1.728978522,11.8498058
m73d,122,Hawaii,Courtship,tailbase,Stem2,1.586691848,17.2745644
m73d,122,Hawaii,Courtship,topflank,Leaf_B1,5.236726283,3.0730922
m73d,122,Hawaii,Courtship,topflank,Leaf_B2,6.780036349,3.1667959
m73d,122,Hawaii,Courtship,topflank,Leaf_T1,3.981610162,25.0081319
m73d,122,Hawaii,Courtship,topflank,Leaf_T2,5.319467494,23.4855128
m73d,122,Hawaii,Courtship,topflank,Stem1,7.10291233,5.1091772
m73d,122,Hawaii,Courtship,topflank,Stem2,6.532980122,10.5339359
m74a,,Kenya,Courtship,gular,Leaf_B1,5.261075916,19.0591869
m74a,,Kenya,Courtship,gular,Leaf_B2,4.39490912,20.3778942
m74a,,Kenya,Courtship,gular,Leaf_T1,2.502078493,34.7130334
m74a,,Kenya,Courtship,gular,Leaf_T2,4.058852715,35.7888423
m74a,,Kenya,Courtship,gular,Stem1,4.701273079,29.627732
m74a,,Kenya,Courtship,gular,Stem2,4.729684307,20.6580765
m74a,,Kenya,Courtship,midflank,Leaf_B1,5.92593651,24.0664351
m74a,,Kenya,Courtship,midflank,Leaf_B2,5.06431531,25.3851425
m74a,,Kenya,Courtship,midflank,Leaf_T1,3.126960849,39.7202817
m74a,,Kenya,Courtship,midflank,Leaf_T2,4.722070648,40.7960906
m74a,,Kenya,Courtship,midflank,Stem1,5.158008216,34.6349803
m74a,,Kenya,Courtship,midflank,Stem2,5.10611381,25.6653248
m74a,,Kenya,Courtship,tailbase,Leaf_B1,1.590639551,16.6768896
m74a,,Kenya,Courtship,tailbase,Leaf_B2,1.014614969,17.995597
m74a,,Kenya,Courtship,tailbase,Leaf_T1,3.494465318,32.3307362
m74a,,Kenya,Courtship,tailbase,Leaf_T2,1.561733111,33.4065451
m74a,,Kenya,Courtship,tailbase,Stem1,2.202626044,27.2454347
m74a,,Kenya,Courtship,tailbase,Stem2,2.547990609,18.2757793
m74a,,Kenya,Courtship,topflank,Leaf_B1,3.551722271,12.280277
m74a,,Kenya,Courtship,topflank,Leaf_B2,2.780589041,13.5989844
m74a,,Kenya,Courtship,topflank,Leaf_T1,2.722869708,27.9341236
m74a,,Kenya,Courtship,topflank,Leaf_T2,2.533499349,29.0099324
m74a,,Kenya,Courtship,topflank,Stem1,2.407229796,22.8488221
m74a,,Kenya,Courtship,topflank,Stem2,2.55771677,13.8791666
m74b,130,Kenya,Courtship,gular,Leaf_B1,5.841949203,26.0898663
m74b,130,Kenya,Courtship,gular,Leaf_B2,5.00559449,27.4085736
m74b,130,Kenya,Courtship,gular,Leaf_T1,2.279894615,41.7437129
m74b,130,Kenya,Courtship,gular,Leaf_T2,4.514062143,42.8195217
m74b,130,Kenya,Courtship,gular,Stem1,5.449578494,36.6584114
m74b,130,Kenya,Courtship,gular,Stem2,5.668260381,27.6887559
m74b,130,Kenya,Courtship,gular,Leaf_B1,3.1667196,25.797707
m74b,130,Kenya,Courtship,gular,Leaf_B2,2.388354816,27.1164144
m74b,130,Kenya,Courtship,gular,Leaf_T1,0.94236684,41.4515536
m74b,130,Kenya,Courtship,gular,Leaf_T2,1.812291212,42.5273625
m74b,130,Kenya,Courtship,gular,Stem1,3.327298257,36.3662521
m74b,130,Kenya,Courtship,gular,Stem2,3.921900761,27.3965967
m74b,130,Kenya,Courtship,midflank,Leaf_B1,4.37555498,16.2688735
m74b,130,Kenya,Courtship,midflank,Leaf_B2,3.561551714,17.5875808
m74b,130,Kenya,Courtship,midflank,Leaf_T1,2.251733269,31.92272
m74b,130,Kenya,Courtship,midflank,Leaf_T2,3.351503726,32.9985289
m74b,130,Kenya,Courtship,midflank,Stem1,4.520441201,26.8374186
m74b,130,Kenya,Courtship,midflank,Stem2,4.663813334,17.8677631
m74b,130,Kenya,Courtship,midflank,Leaf_B1,6.12985529,21.3153755
m74b,130,Kenya,Courtship,midflank,Leaf_B2,5.26967456,22.6340829
m74b,130,Kenya,Courtship,midflank,Leaf_T1,2.884663374,36.9692221
m74b,130,Kenya,Courtship,midflank,Leaf_T2,4.871873632,38.045031
m74b,130,Kenya,Courtship,midflank,Stem1,5.633451146,31.8839206
m74b,130,Kenya,Courtship,midflank,Stem2,5.692909921,22.9142652
m74b,130,Kenya,Courtship,tailbase,Leaf_B1,3.250364506,13.0699012
m74b,130,Kenya,Courtship,tailbase,Leaf_B2,3.573524864,14.3886086
m74b,130,Kenya,Courtship,tailbase,Leaf_T1,5.919456434,28.7237478
m74b,130,Kenya,Courtship,tailbase,Leaf_T2,4.102847183,29.7995567
m74b,130,Kenya,Courtship,tailbase,Stem1,4.965139138,23.6384463
m74b,130,Kenya,Courtship,tailbase,Stem2,5.298856803,14.6687909
m74b,130,Kenya,Courtship,tailbase,Leaf_B1,3.046642681,10.0028123
m74b,130,Kenya,Courtship,tailbase,Leaf_B2,2.921541358,11.3215196
m74b,130,Kenya,Courtship,tailbase,Leaf_T1,4.667951683,25.6566589
m74b,130,Kenya,Courtship,tailbase,Leaf_T2,3.356178381,26.7324677
m74b,130,Kenya,Courtship,tailbase,Stem1,4.422470284,20.5713574
m74b,130,Kenya,Courtship,tailbase,Stem2,4.651551066,11.6017019
m74b,130,Kenya,Courtship,topflank,Leaf_B1,7.144099677,14.3531966
m74b,130,Kenya,Courtship,topflank,Leaf_B2,6.301267002,15.6719039
m74b,130,Kenya,Courtship,topflank,Leaf_T1,3.520211336,30.0070432
m74b,130,Kenya,Courtship,topflank,Leaf_T2,5.848324147,31.082852
m74b,130,Kenya,Courtship,topflank,Stem1,6.812686561,24.9217417
m74b,130,Kenya,Courtship,topflank,Stem2,6.935378104,15.9520862
m74b,130,Kenya,Courtship,topflank,Leaf_B1,7.604061227,15.625774
m74b,130,Kenya,Courtship,topflank,Leaf_B2,6.76253047,16.9444813
m74b,130,Kenya,Courtship,topflank,Leaf_T1,4.24565432,31.2796206
m74b,130,Kenya,Courtship,topflank,Leaf_T2,6.405751866,32.3554294
m74b,130,Kenya,Courtship,topflank,Stem1,7.399324598,26.1943191
m74b,130,Kenya,Courtship,topflank,Stem2,7.419310772,17.2246636
m78,,Hawaii,Courtship,gular,Leaf_B1,1.242392086,34.9087897
m78,,Hawaii,Courtship,gular,Leaf_B2,1.45295989,35.0024934
m78,,Hawaii,Courtship,gular,Leaf_T1,5.598745338,56.8438293
m78,,Hawaii,Courtship,gular,Leaf_T2,3.098013646,55.3212102
m78,,Hawaii,Courtship,gular,Stem1,2.530154752,36.9448747
m78,,Hawaii,Courtship,gular,Stem2,1.606781327,42.3696333
m78,,Hawaii,Courtship,midflank,Leaf_B1,6.183583923,35.2574016
m78,,Hawaii,Courtship,midflank,Leaf_B2,7.816558281,35.3511053
m78,,Hawaii,Courtship,midflank,Leaf_T1,3.11560932,57.1924412
m78,,Hawaii,Courtship,midflank,Leaf_T2,5.601699657,55.6698221
m78,,Hawaii,Courtship,midflank,Stem1,8.495957948,37.2934866
m78,,Hawaii,Courtship,midflank,Stem2,7.782930989,42.7182452
m78,,Hawaii,Courtship,tailbase,Leaf_B1,2.975475951,4.0843736
m78,,Hawaii,Courtship,tailbase,Leaf_B2,1.83467798,4.1780773
m78,,Hawaii,Courtship,tailbase,Leaf_T1,7.657071766,26.0194132
m78,,Hawaii,Courtship,tailbase,Leaf_T2,4.974116611,24.4967941
m78,,Hawaii,Courtship,tailbase,Stem1,0.343914669,6.1204586
m78,,Hawaii,Courtship,tailbase,Stem2,1.207677126,11.5452172
m78,,Hawaii,Courtship,topflank,Leaf_B1,2.726111091,14.6441044
m78,,Hawaii,Courtship,topflank,Leaf_B2,4.386191311,14.7378081
m78,,Hawaii,Courtship,topflank,Leaf_T1,3.067616921,36.579144
m78,,Hawaii,Courtship,topflank,Leaf_T2,3.050131506,35.0565249
